"document"	"useremail"	"claimlabel"	"claimtext"	"method"	"relationship"	"drug1"	"drug2"	"precipitant"	"enzyme"	"rejected"	"evRelationship"	"participants"	"participantstext"	"drug1dose"	"drug1formulation"	"drug1duration"	"drug1regimens"	"drug1dosetext"	"drug2dose"	"phenotypetype"	"phenotypevalue"	"phenotypemetabolizer"	"phenotypepopulation"	"drug2formulation"	"drug2duration"	"drug2regimens"	"drug2dosetext"	"aucvalue"	"auctype"	"aucdirection"	"auctext"	"cmaxvalue"	"cmaxtype"	"cmaxdirection"	"cmaxtext"	"clearancevalue"	"clearancetype"	"clearancedirection"	"clearancetext"	"halflifevalue"	"halflifetype"	"halflifedirection"	"halflifetext"	"dipsquestion"	"reviewer"	"reviewerdate"	"reviewertotal"	"reviewerlackinfo"	"grouprandomization"	"parallelgroupdesign"	"id"
"http://localhost/wiley/wiley17460607.html"	"rdb20@pitt.edu"	"pitavastatin_substrate of_OATP1B1"	"To investigate the contribution of genetic polymorphisms of SLCO1B1 and ABCG2 to the pharmacokinetics of a dual substrate, pitavastatin, 2 mg of pitavastatin was administered to 38 healthy volunteers and pharmacokinetic parameters were compared among the following groups: 421C/C*1b/*1b (group 1), 421C/C*1b/*15 (group 2), 421C/C*15/*15 and 421C/A*15/*15 (group 3), 421C/A*1b/*1b (group 4), 421A/A*1b/*1b (group 5), and 421C/A*1b/*15 (group 6). In SLCO1B1, pitavastatin area under plasma concentration–time curve from 0 to 24 h (AUC0–24) for groups 1, 2, and 3 was 81.1±18.1, 144±32, and 250±57 ng h/ml, respectively, with significant differences among all three groups. In contrast to SLCO1B1, AUC0–24 in groups 1, 4, and 5 was 81.1±18.1, 96.7±35.4, and 78.2±8.2 ng h/ml, respectively."	"Phenotype clinical study"	"substrate of"	"pitavastatin"	""	""	"OATP1B1"	""	"supports"	"38"	"After approval by the Ethics Review Board of Kyushu University and Kyushu Clinical Pharmacology Research Clinic, 38 healthy male volunteers (age, 20–32 years; weight, 52.4–72.4 kg) gave written informed consent to participate in the study. None had taken any drugs for at least 1 week before the study. Each subject was physically normal and had no antecedent history of significant medical illness or hypersensitivity to any drugs, and each had a body mass index between 17.6 and 26.4 kg/m2. Their health status was judged to be normal on the basis of a physical examination with screening of blood chemistry, a complete blood count and urinalysis, and an electrocardiogram just before the study."	"2"	"Oral"	"1"	"SD"	""	""	"Genotype"	"UNK"	"Extensive Metabolizer"	"Asian"	""	""	""	""	"1.7"	"Fold"	"Increase"	"Table 1. Pharmacokinetic parameters of pitavastatin and its lactone form in each genotyping group"	"2.27"	"Fold"	"Increase"	"Table 1. Pharmacokinetic parameters of pitavastatin and its lactone form in each genotyping group"	"44.2"	"Percent"	"Decrease"	"Table 1. Pharmacokinetic parameters of pitavastatin and its lactone form in each genotyping group"	""	""	""	""	"undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined"	""	""	""	""	""	""	"AVlGQmlg1_rzbHfMC-Mn"
"http://localhost/wiley/wiley17460607.html"	"rdb20@pitt.edu"	"pitavastatin_substrate of_OATP1B1"	"To investigate the contribution of genetic polymorphisms of SLCO1B1 and ABCG2 to the pharmacokinetics of a dual substrate, pitavastatin, 2 mg of pitavastatin was administered to 38 healthy volunteers and pharmacokinetic parameters were compared among the following groups: 421C/C*1b/*1b (group 1), 421C/C*1b/*15 (group 2), 421C/C*15/*15 and 421C/A*15/*15 (group 3), 421C/A*1b/*1b (group 4), 421A/A*1b/*1b (group 5), and 421C/A*1b/*15 (group 6). In SLCO1B1, pitavastatin area under plasma concentration–time curve from 0 to 24 h (AUC0–24) for groups 1, 2, and 3 was 81.1±18.1, 144±32, and 250±57 ng h/ml, respectively, with significant differences among all three groups. In contrast to SLCO1B1, AUC0–24 in groups 1, 4, and 5 was 81.1±18.1, 96.7±35.4, and 78.2±8.2 ng h/ml, respectively."	"Phenotype clinical study"	"substrate of"	"pitavastatin"	""	""	"OATP1B1"	""	"supports"	"38"	"After approval by the Ethics Review Board of Kyushu University and Kyushu Clinical Pharmacology Research Clinic, 38 healthy male volunteers (age, 20–32 years; weight, 52.4–72.4 kg) gave written informed consent to participate in the study. None had taken any drugs for at least 1 week before the study. Each subject was physically normal and had no antecedent history of significant medical illness or hypersensitivity to any drugs, and each had a body mass index between 17.6 and 26.4 kg/m2. Their health status was judged to be normal on the basis of a physical examination with screening of blood chemistry, a complete blood count and urinalysis, and an electrocardiogram just before the study."	"2"	"Oral"	"1"	"SD"	""	""	"Genotype"	"UNK"	"Poor Metabolizer"	"Asian"	""	""	""	""	"3.08"	"Fold"	"Increase"	"Table 1. Pharmacokinetic parameters of pitavastatin and its lactone form in each genotyping group"	"4.13"	"Fold"	"Increase"	"Table 1. Pharmacokinetic parameters of pitavastatin and its lactone form in each genotyping group"	"65.1"	"Percent"	"Decrease"	"Table 1. Pharmacokinetic parameters of pitavastatin and its lactone form in each genotyping group"	""	""	""	""	"undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined"	""	""	""	""	""	""	"AVlGQmlg1_rzbHfMC-Mn"
"http://localhost/wiley/wiley17192770.html"	"rdb20@pitt.edu"	"Rifampin_interact with_atorvastatin"	"Plasma concentrations of atorvastatin and metabolites were above the limits of quantitation for up to 24 h after dosing. Rifampin significantly increased the total area under the plasma concentration-time curve (AUC) of atorvastatin acid by 6.8±2.4-fold and that of 2-hydroxy-atorvastatin acid and 4-hydroxy-atorvastatin acid by 6.8±2.5- and 3.9±2.4-fold, respectively. The AUC values of the lactone forms of atorvastatin, 2-hydroxy-atorvastatin and 4-hydroxy-atorvastatin, were also significantly increased, but to a lower extent. An intravenous dose of rifampin substantially increased the plasma concentrations of atorvastatin and its acid and lactone metabolites."	"DDI clinical trial"	"interact with"	"Rifampin"	"atorvastatin"	"drug1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"AVlGPD_j1_rzbHfMC-Ml"
"http://localhost/wiley/wiley16027406.html"	"rdb20@pitt.edu"	"fenofibrate_interact with_pravastatin"	"Coadministration of fenofibrate had modest effects on pravastatin and 3α-hydroxy-iso-pravastatin systemic exposures (AUC). Increases in pravastatin systemic exposures (19%-28%, on average) and 3α-hydroxy-iso-pravastatin systemic exposures (24%-39%, on average) were observed upon coadministration, but individual changes were variable. Pravastatin and 3α-hydroxy-iso-pravastatin systemic exposures were not statistically significantly different following the 1st and 10th doses of fenofibrate."	"DDI clinical trial"	"interact with"	"fenofibrate"	"pravastatin"	"drug1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"AVlGLLiA1_rzbHfMC-Mc"
"http://localhost/wiley/wiley21712498.html"	"annotat2@gmail.com"	"rosuvastatin_interact with_darunavir or ritonavir"	"In contrast to the observed changes in rosuvastatin pharmacokinetics, there were no significant changes apparent in the steady-state pharmacokinetics of darunavir or ritonavir pharmacokinetics in the presence of steady-state dosing of rosuvastatin"	"DDI clinical trial"	"interact with"	"rosuvastatin"	"darunavir or ritonavir"	"drug1"	""	""	"refutes"	"20.00"	"Of 20 participants screened"	"600/100"	"Oral"	"7"	"BID"	""	"10"	""	""	""	""	"Oral"	"7"	"Daily"	""	"unchanged"	"None"	"None"	"In contrast to the observed changes in rosuvastatin pharmacokinetics, there were no significant changes apparent in the steady-state pharmacokinetics of darunavir or ritonavir pharmacokinetics in the presence of steady-state dosing of rosuvastatin"	"unchanged"	"None"	"None"	"In contrast to the observed changes in rosuvastatin pharmacokinetics, there were no significant changes apparent in the steady-state pharmacokinetics of darunavir or ritonavir pharmacokinetics in the presence of steady-state dosing of rosuvastatin"	"unchanged"	"None"	"None"	"In contrast to the observed changes in rosuvastatin pharmacokinetics, there were no significant changes apparent in the steady-state pharmacokinetics of darunavir or ritonavir pharmacokinetics in the presence of steady-state dosing of rosuvastatin"	"unchanged"	"None"	"None"	"In contrast to the observed changes in rosuvastatin pharmacokinetics, there were no significant changes apparent in the steady-state pharmacokinetics of darunavir or ritonavir pharmacokinetics in the presence of steady-state dosing of rosuvastatin"	"undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined"	""	""	""	""	""	""	"49daaa9b-3c96-4f9a-ab63-56a8a7fdecf4"
"http://localhost/PMC/PMC90851.html"	"annotat2@gmail.com"	"Nelfinavir_interact with_atorvastatin"	"Nelfinavir increased the steady-state area under the plasma concentration-time curve during one dosing period (AUCτ) of atorvastatin 74% and the maximum concentration (Cmax) of atorvastatin 122% and increased the AUCτ of simvastatin 505% and the Cmax of simvastatin 517%. Neither atorvastatin nor simvastatin appeared to alter the pharmacokinetics of nelfinavir."	"DDI clinical trial"	"interact with"	"Nelfinavir"	"atorvastatin"	"drug1"	""	""	"supports"	"32.00"	"The 32 enrolled subjects consisted of 12 Caucasians (six males and six females), 15 African Americans (eight males and seven females), and five Hispanics (two males and three females)."	"1250"	"Oral"	"14"	"BID"	""	"10"	""	""	""	""	"Oral"	"28"	"QD"	""	"1.74"	"Fold"	"Increase"	"Pharmacokinetic parameters of atorvastatin and simvastatin"	"2.22"	"Fold"	"Increase"	"Pharmacokinetic parameters of atorvastatin and simvastatin"	""	""	""	""	""	""	""	""	"undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined"	""	""	""	""	""	""	"ad9ebb90-dd73-4a69-9966-dd1ad66f5eb3"
"http://localhost/wiley/wiley15903129.html"	"annotat2@gmail.com"	"paroxetine_interact with_tramadol"	"With paroxetine pretreatment, the area under the plasma concentration-time curve (AUC) of (+)- and (−)-tramadol was increased (37% [P = .001] and 32% [P = .002], respectively), and the corresponding AUCs of (+)- and (−)-M1 were decreased (67% [P = .0004] and 40% [P = .0008], respectively)."	"DDI clinical trial"	"interact with"	"paroxetine"	"tramadol"	"drug1"	""	""	"supports"	"16.00"	"Fourteen male and 2 female healthy, drug-free (except for oral contraceptives) volunteers aged 20 to 30 years participated."	"150"	"Oral"	"1"	"SD"	""	"20"	""	""	""	""	"Oral"	"3"	"Daily"	""	"32"	"Percent"	"Increase"	"Table I. Areas under plasma concentration-time curves of enantiomers of tramadol and metabolite M1"	""	""	""	""	""	""	""	""	""	""	""	""	"undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined"	""	""	""	""	""	""	"32a286c0-7835-4c2b-b809-19825ac8920c"
"http://localhost/PMC/PMC3769672.html"	"annotat2@gmail.com"	"clarithromycin_interact with_rivaroxaban"	"Co-administration with clarithromycin significantly increased the primary pharmacokinetic parameters of rivaroxaban (Table 2, Figure 1C). Both the mean AUC and Cmax were significantly increased, by 54% (90% CI 44%, 64%) and 40% (90% CI 30%, 52%), respectively, in comparison with rivaroxaban alone."	"DDI clinical trial"	"interact with"	"clarithromycin"	"rivaroxaban"	"drug1"	""	""	"supports"	"16.00"	"A total of 16 subjects were enrolled into the study, with a mean age of 37.6 years (range 24-50 years) and a mean weight of 81.1 ± 12.0 kg."	"10"	"Oral"	"1"	"SD"	""	"500"	""	""	""	""	"Oral"	"4"	"BID"	""	"1.54"	"UNK"	"Increase"	"Co-administration with clarithromycin significantly increased the primary pharmacokinetic parameters of rivaroxaban (Table 2, Figure 1C). Both the mean AUC and Cmax were significantly increased, by 54% (90% CI 44%, 64%) and 40% (90% CI 30%, 52%), respectively, in comparison with rivaroxaban alone."	"1.4"	"UNK"	"Increase"	"Co-administration with clarithromycin significantly increased the primary pharmacokinetic parameters of rivaroxaban (Table 2, Figure 1C). Both the mean AUC and Cmax were significantly increased, by 54% (90% CI 44%, 64%) and 40% (90% CI 30%, 52%), respectively, in comparison with rivaroxaban alone."	"0.65"	"UNK"	"Decrease"	"Co-administration with clarithromycin significantly increased the primary pharmacokinetic parameters of rivaroxaban (Table 2, Figure 1C). Both the mean AUC and Cmax were significantly increased, by 54% (90% CI 44%, 64%) and 40% (90% CI 30%, 52%), respectively, in comparison with rivaroxaban alone."	"unchanged"	"None"	"None"	"Pharmacokinetic parameters of rivaroxaban (10 mg) administered alone or in combination with ketoconazole 200 mg once daily or 400 mg once daily, ritonavir 600 mg twice daily, clarithromycin 500 mg twice daily, erythromycin 500 mg three times daily or ..."	"undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined"	""	""	""	""	""	""	"dc673c2c-6814-4129-983b-33e077f3deb8"
"http://localhost/PMC/PMC3769672.html"	"annotat2@gmail.com"	"erythromycin_interact with_rivaroxaban"	"Co-administration with steady-state erythromycin significantly increased the pharmacokinetics of rivaroxaban (Table 2, Figure 1D). The mean AUC and Cmax both significantly increased (by 34% [90% CI 23%, 46%] and 38% [90% CI 21%, 48%], respectively) compared with rivaroxaban alone."	"DDI clinical trial"	"interact with"	"erythromycin"	"rivaroxaban"	"drug1"	""	""	"supports"	"16.00"	"A total of 16 subjects were enrolled into the study and were valid for the safety analysis."	"10"	"Oral"	"1"	"SD"	""	"500"	""	""	""	""	"Oral"	"4"	"TID"	""	"1.34"	"UNK"	"Increase"	"Pharmacokinetic parameters of rivaroxaban (10 mg) administered alone or in combination with ketoconazole 200 mg once daily or 400 mg once daily, ritonavir 600 mg twice daily, clarithromycin 500 mg twice daily, erythromycin 500 mg three times daily or ..."	"1.38"	"UNK"	"Increase"	"Pharmacokinetic parameters of rivaroxaban (10 mg) administered alone or in combination with ketoconazole 200 mg once daily or 400 mg once daily, ritonavir 600 mg twice daily, clarithromycin 500 mg twice daily, erythromycin 500 mg three times daily or ..."	"0.75"	"Fold"	"Decrease"	"Pharmacokinetic parameters of rivaroxaban (10 mg) administered alone or in combination with ketoconazole 200 mg once daily or 400 mg once daily, ritonavir 600 mg twice daily, clarithromycin 500 mg twice daily, erythromycin 500 mg three times daily or ..."	"unchanged"	"None"	"None"	"Pharmacokinetic parameters of rivaroxaban (10 mg) administered alone or in combination with ketoconazole 200 mg once daily or 400 mg once daily, ritonavir 600 mg twice daily, clarithromycin 500 mg twice daily, erythromycin 500 mg three times daily or ..."	"undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined"	""	""	""	""	""	""	"b3c39ef1-624a-4157-b6b9-0afc25960e51"
"http://localhost/PMC/PMC3187007.html"	"annotat2@gmail.com"	"telaprevir_interact with_amlodipine"	"Based on the ratio of the LS means, the mean Cmax and AUC0-∞ of amlodipine were increased 1.27-fold and 2.79-fold, respectively, by the coadministration of telaprevir (Table 1)"	"DDI clinical trial"	"interact with"	"telaprevir"	"amlodipine"	"drug1"	""	""	"supports"	"21.00"	"Twenty-one healthy male (n = 15) and female (n = 6) volunteers were enrolled at the Covance Clinical Research Unit, Inc., Daytona Beach, FL."	"750"	"Oral"	"16"	"Q8"	""	"5"	""	""	""	""	"Oral"	"1"	"SD"	""	"2.79"	"Fold"	"Increase"	"Based on the ratio of the LS means, the mean Cmax and AUC0-∞ of amlodipine were increased 1.27-fold and 2.79-fold, respectively, by the coadministration of telaprevir (Table 1)"	"1.27"	"Fold"	"Increase"	"Based on the ratio of the LS means, the mean Cmax and AUC0-∞ of amlodipine were increased 1.27-fold and 2.79-fold, respectively, by the coadministration of telaprevir (Table 1)"	"67.6"	"Percent"	"Decrease"	"The mean t1/2 of amlodipine increased from 41.3 h to 95.1 h, and the mean apparent clearance (CL/F) decreased from 38.0 liters/h to 12.3 liters/h."	"2.3"	"Fold"	"Increase"	"The mean t1/2 of amlodipine increased from 41.3 h to 95.1 h, and the mean apparent clearance (CL/F) decreased from 38.0 liters/h to 12.3 liters/h."	"undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined"	""	""	""	""	""	""	"b2705a98-b3e6-4722-837d-9652bf0f5ed6"
"http://localhost/PMC/PMC3769672.html"	"annotat2@gmail.com"	"fluconazole_interact with_rivaroxaban"	"Co-administration with fluconazole significantly increased the primary pharmacokinetic parameters of rivaroxaban (Table 2, Figure 1E). Both the mean AUC and mean Cmax increased (by 42% [90% CI 29%, 56%] and 28% [90% CI 12%, 47%], respectively) in comparison with rivaroxaban alone."	"DDI clinical trial"	"interact with"	"fluconazole"	"rivaroxaban"	"drug1"	""	""	"supports"	"14.00"	"A total of 14 subjects were enrolled into the study, with a mean age of 33.8 years (range 24-53 years) and a mean weight of 83.7 ± 9.4 kg"	"20"	"Oral"	"1"	"SD"	""	"400"	""	""	""	""	"Oral"	"6"	"Daily"	""	"1.42"	"UNK"	"Increase"	"Pharmacokinetic parameters of rivaroxaban (10 mg) administered alone or in combination with ketoconazole 200 mg once daily or 400 mg once daily, ritonavir 600 mg twice daily, clarithromycin 500 mg twice daily, erythromycin 500 mg three times daily or ..."	"1.28"	"UNK"	"Increase"	"Pharmacokinetic parameters of rivaroxaban (10 mg) administered alone or in combination with ketoconazole 200 mg once daily or 400 mg once daily, ritonavir 600 mg twice daily, clarithromycin 500 mg twice daily, erythromycin 500 mg three times daily or ..."	"0.71"	"Fold"	"Decrease"	"Pharmacokinetic parameters of rivaroxaban (10 mg) administered alone or in combination with ketoconazole 200 mg once daily or 400 mg once daily, ritonavir 600 mg twice daily, clarithromycin 500 mg twice daily, erythromycin 500 mg three times daily or ..."	"unchanged"	"None"	"None"	"Pharmacokinetic parameters of rivaroxaban (10 mg) administered alone or in combination with ketoconazole 200 mg once daily or 400 mg once daily, ritonavir 600 mg twice daily, clarithromycin 500 mg twice daily, erythromycin 500 mg three times daily or ..."	"undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined"	""	""	""	""	""	""	"12efc3a9-1924-4a5a-90da-2d120cebeb47"
"http://localhost/wiley/wiley21712498.html"	"annotat2@gmail.com"	"darunavir/ritonavir_interact with_rosuvastatin"	"As noted here, the main findings of our study are that the concomitant administration of darunavir/ritonavir in HIV-seronegative healthy volunteers caused a marked change in the systemic exposure of rosuvastatin. The geometric mean steady-state Cmax and AUC0–24 h of rosuvastatin increased by an average of 2.4-fold and 1.5-fold, respectively."	"DDI clinical trial"	"interact with"	"darunavir/ritonavir"	"rosuvastatin"	"drug1"	""	""	"supports"	"20.00"	"Of 20 participants screened"	"10"	"Oral"	"7"	"Daily"	""	"600/100"	""	""	""	""	"Oral"	"7"	"BID"	""	"1.5"	"Fold"	"Increase"	"Table I.  Pharmacokinetics of Rosuvastatin"	"2.4"	"Fold"	"Increase"	"Table I.  Pharmacokinetics of Rosuvastatin"	"0.7"	"Fold"	"Decrease"	"Table I.  Pharmacokinetics of Rosuvastatin"	"unchanged"	"None"	"None"	"Table I.  Pharmacokinetics of Rosuvastatin"	"undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined"	""	""	""	""	""	""	"ba7d0f83-07f2-4409-8817-4bc4774e11ea"
"http://localhost/wiley/wiley17442686.html"	"annotat2@gmail.com"	"clopidogrel_interact with_fluvastatin"	"Compared to treatment with fluvastatin alone, fluvastatin AUC was similar and Cmax increased marginally (15.7%) with concomitant treatment with clopidogrel."	"DDI clinical trial"	"interact with"	"clopidogrel"	"fluvastatin"	"drug1"	""	""	"refutes"	"30.00"	"30 healthy male volunteers were enrolled to ensure that at least 24 subjects would complete the study."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined"	""	""	""	""	""	""	"a35990b3-3140-4476-94af-943ae8ee8bbd"
"http://localhost/wiley/wiley17301736.html"	"annotat2@gmail.com"	"arone_interact with_simvastatin"	"Amiodarone increased simvastatin acid AUC (area under the plasma concentration–time curve)0–24 h, peak plasma concentration (Cmax), and t1/2 by 73% (P=0.02), 100% (P=0.02), and 48% (P=0.06), respectively, whereas it did not significantly alter pravastatin pharmacokinetics."	"DDI clinical trial"	"interact with"	"arone"	"simvastatin"	"drug1"	""	""	"supports"	"12.00"	". Twelve white occidental healthy volunteers (seven male and five female subjects) aged 19–43 years were enrolled in this study."	"40"	"Oral"	"2"	"SD"	""	"400"	""	""	""	""	"Oral"	"3"	"SD"	""	"155"	"Percent"	"Increase"	"Amiodarone significantly increased the mean AUC0–24 h of both the parent simvastatin lactone (by 73% P=0.02) and of simvastatin acid (by 78% P=0.02) (Table 1 and Figure 2). The Cmax of simvastatin acid was increased by 100% by amiodarone (P=0.02). Amiodarone had no significant effect on the t1/2 of simvastatin and a borderline effect on the t1/2 of simvastatin acid (P=0.06).Table 1. Pharmacokinetics of simvastatin and pravastatin in the absence and presence of amiodarone CmaxT1/2AUC0–24 h (ng ml−1)(h)(ng h ml−1)AUC, area under the plasma concentration–time curve; CI, confidence interval; Cmax, peak plasma concentration; T1/2, half-life.Results are expressed as mean±SD; *P=0.02 vs in the absence of amiodarone. The point estimates and their confidence intervals refer to 90% confidence intervals about the geometric mean ratio (point estimates) of the observed pharmacokinetic measures with amiodarone and without amiodarone.Simvastatin acid2.4±1.35.0±1.523.1±12.9Simvastatin acid+amiodarone4.3±3.1*7.4±3.740.7±28.5*Point estimate (90% CI)156% (109–223%) 154% (109–216%)    Simvastatin lactone11.6±6.37.9±3.640.6±13.6Simvastatin lactone+amiodarone20.0±16.810.0±5.571.1±49.8*Point estimate (90% CI)150% (100–223%) 155% (109–227%)"	"150"	"Percent"	"UNK"	"Amiodarone significantly increased the mean AUC0–24 h of both the parent simvastatin lactone (by 73% P=0.02) and of simvastatin acid (by 78% P=0.02) (Table 1 and Figure 2). The Cmax of simvastatin acid was increased by 100% by amiodarone (P=0.02). Amiodarone had no significant effect on the t1/2 of simvastatin and a borderline effect on the t1/2 of simvastatin acid (P=0.06).Table 1. Pharmacokinetics of simvastatin and pravastatin in the absence and presence of amiodarone CmaxT1/2AUC0–24 h (ng ml−1)(h)(ng h ml−1)AUC, area under the plasma concentration–time curve; CI, confidence interval; Cmax, peak plasma concentration; T1/2, half-life.Results are expressed as mean±SD; *P=0.02 vs in the absence of amiodarone. The point estimates and their confidence intervals refer to 90% confidence intervals about the geometric mean ratio (point estimates) of the observed pharmacokinetic measures with amiodarone and without amiodarone.Simvastatin acid2.4±1.35.0±1.523.1±12.9Simvastatin acid+amiodarone4.3±3.1*7.4±3.740.7±28.5*Point estimate (90% CI)156% (109–223%) 154% (109–216%)    Simvastatin lactone11.6±6.37.9±3.640.6±13.6Simvastatin lactone+amiodarone20.0±16.810.0±5.571.1±49.8*Point estimate (90% CI)150% (100–223%) 155% (109–227%)"	""	""	""	""	"unchanged"	"None"	"None"	"Amiodarone significantly increased the mean AUC0–24 h of both the parent simvastatin lactone (by 73% P=0.02) and of simvastatin acid (by 78% P=0.02) (Table 1 and Figure 2). The Cmax of simvastatin acid was increased by 100% by amiodarone (P=0.02). Amiodarone had no significant effect on the t1/2 of simvastatin and a borderline effect on the t1/2 of simvastatin acid (P=0.06).Table 1. Pharmacokinetics of simvastatin and pravastatin in the absence and presence of amiodarone CmaxT1/2AUC0–24 h (ng ml−1)(h)(ng h ml−1)AUC, area under the plasma concentration–time curve; CI, confidence interval; Cmax, peak plasma concentration; T1/2, half-life.Results are expressed as mean±SD; *P=0.02 vs in the absence of amiodarone. The point estimates and their confidence intervals refer to 90% confidence intervals about the geometric mean ratio (point estimates) of the observed pharmacokinetic measures with amiodarone and without amiodarone.Simvastatin acid2.4±1.35.0±1.523.1±12.9Simvastatin acid+amiodarone4.3±3.1*7.4±3.740.7±28.5*Point estimate (90% CI)156% (109–223%) 154% (109–216%)    Simvastatin lactone11.6±6.37.9±3.640.6±13.6Simvastatin lactone+amiodarone20.0±16.810.0±5.571.1±49.8*Point estimate (90% CI)150% (100–223%) 155% (109–227%)"	"undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined"	""	""	""	""	""	""	"ab76ea82-e07e-45cf-9fb4-4bfe972bc196"
"http://localhost/PMC/PMC3187007.html"	"annotat2@gmail.com"	"telaprevir_interact with_atorvastatin"	"Upon the coadministration of telaprevir with a single dose of amlodipine-atorvastatin, the atorvastatin AUC0-∞ increased 7.88-fold and the atorvastatin Cmax increased 10.6-fold."	"DDI clinical trial"	"interact with"	"telaprevir"	"atorvastatin"	"drug1"	""	""	"supports"	"21.00"	"Twenty-one healthy male (n = 15) and female (n = 6) volunteers were enrolled at the Covance Clinical Research Unit, Inc., Daytona Beach, FL."	"20"	"Oral"	"16"	"Q8"	""	"20"	""	""	""	""	"Oral"	"1"	"SD"	""	"7.88"	"Fold"	"Increase"	"Based on the ratio of the LS means, the mean Cmax and the AUC0-∞ were markedly increased 10.6-fold and 7.88-fold, respectively, by the coadministration of telaprevir (Table 1)."	"10.6"	"Fold"	"Increase"	"Based on the ratio of the LS means, the mean Cmax and the AUC0-∞ were markedly increased 10.6-fold and 7.88-fold, respectively, by the coadministration of telaprevir (Table 1)."	"87.8"	"Percent"	"Decrease"	"The mean apparent clearance (CL/F) decreased from 685 liters/h to 83.8 liters/h. The mean (SD) t1/2 decreased from 9.44 (2.64) h to 6.75 (1.55) h with telaprevir coadministration; the difference in t1/2 was not statistically significant."	"28.5"	"Percent"	"Decrease"	"The mean apparent clearance (CL/F) decreased from 685 liters/h to 83.8 liters/h. The mean (SD) t1/2 decreased from 9.44 (2.64) h to 6.75 (1.55) h with telaprevir coadministration; the difference in t1/2 was not statistically significant."	"undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined"	""	""	""	""	""	""	"9355f2bb-d0c9-4316-890b-f31a10ab57f6"
"http://localhost/PMC/PMC2686069.html"	"annotat2@gmail.com"	"ambrisentan_interact with_S-warfarin"	"The concentration–time profiles of both warfarin enantiomers were virtually superimposable in the presence (day 13) or absence (day 1) of ambrisentan. Following multiple doses of ambrisentan, the observed mean AUC0–last values for R-and S-warfarin increased by 4.7% (GMR 104.7; 90% CI 101.7, 107.7) and 1.6% (101.6; 90% CI 98.4, 105.0), respectively, and mean Cmax values decreased for both enantiomers by 8.4% (91.6; 90% CI 86.2, 97.4) and 10.1% (93.0; 90% CI 90.8, 95.3), respectively (Table 1)."	"DDI clinical trial"	"interact with"	"ambrisentan"	"S-warfarin"	"drug1"	""	""	"refutes"	"22.00"	"In this open-label cross-over study, 22 healthy subjects received a single dose of racemic warfarin 25 mg alone and after 8 days of ambrisentan 10 mg once daily"	"25"	"Oral"	"1"	"SD"	""	"10"	""	""	""	""	"Oral"	"12"	"Daily"	""	"unchanged"	"None"	"None"	"Effect of ambrisentan on R-and S-warfarin pharmacokinetics"	"89.9"	"Fold"	"Decrease"	"Effect of ambrisentan on R-and S-warfarin pharmacokinetics"	""	""	""	""	""	""	""	""	"undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined"	""	""	""	""	""	""	"391f9e6d-e272-4f4e-8afb-c25ef104508a"
